name,energy,fat,carbohydrates,sugar,fibers,protein,salt
Flour_omelette_filled_with_vegetables_prepared,137,5.1,16.3,2.6,1.4,5.8,0.6
Flour_omelette_with_bacon_prepared,188,8.9,17.3,1.3,0.8,9.3,1.1
Flour_omelette_with_cheese_prepared,194,8.9,18.2,1.3,0.8,10,0.9
Flour_omelette_with_ham_prepared,155,5.1,17.3,1.3,0.8,9.7,1
Flour_omelette_with_Nutella_prepared,259,12.3,29.1,14.4,1.4,7.2,0.6
Flour_omelette_with_sugar_and_cinnamon_prepared,177,5.3,24.5,6.5,0.8,7.2,0.8
Flour_omelette_prepared,165,5.6,20.4,1.4,0.9,7.6,0.8
Flour_white_and_semi-white_(average),344,1.3,68.9,0.4,3.8,12.2,0
Fondue_moitié-moitié_prepared,291,20.8,1,0,0,16.7,1
Fondue_without_alcohol_prepared,283,21.5,1.6,1,0,18.7,0.3
Fondue_prepared,315,22.4,1,0.1,0,19.6,0.3
French_fries_(baked_in_the_oven)_unsalted,232,9.1,33,1.6,2.5,3.3,0
French_fries_(deep_fried_in_HO_sunflower_oil)_unsalted,286,15.4,32.4,1.6,2.5,3.2,0
French_fries_for_oven_deep-frozen,127,5,18.1,0.9,1.4,1.8,0
French_omelette_with_bacon_prepared,175,13.4,1.3,1.3,0.1,12.5,0.7
French_omelette_with_cheese_prepared,192,14.5,1.2,1.2,0.1,14,1
French_omelette_with_ham_prepared,143,9.6,1.3,1.3,0.1,12.8,1
French_omelette_prepared,151,11.1,1.4,1.4,0,11.4,0.8
French_pizza_from_Alsace_baked,254,13.9,22.7,1.8,1.4,8.9,1
French_toast_unsweetened,222,9.9,24.5,1.7,1.2,8,0.9
Fruit_(average)_dried,278,1.1,60.5,51.8,8.2,2.5,0.1
Fruit_cocktail_in_syrup_canned_drained,77,0.2,17.3,16.2,1.8,0.6,0
Fruit_cocktail_with_sweetener_canned_drained,47,0.2,9.5,8.4,2,0.7,0
Fruit_juice_(average)_no_sugar_added,52,0.1,12.3,11.6,0.2,0.4,0
Fruit_juice_diluted_(average_60%_juice_-_40%_water)_no_sugar_added,31,0.1,7.4,6.9,0.1,0.2,0
Fruit_pie_(average),166,8.4,18.3,8,2.6,3,0.2
Fruit_pie_with_cake_dough_(average),143,6.7,16.6,6.9,2.2,3,0.2
Fruit_pie_with_puff_pas  y_(average),141,6.9,15.9,6.9,2.1,2.8,0.3
Fruit_pie_with_sweet_short_pas  y_base_(average),215,11.7,22.5,10.4,3.4,3.3,0.1
Fruits_(average)_cooked_(without_addition_of_sugar),50,0.4,9.9,9.3,2.2,0.6,0
Fruits_raw_(average),54,0.2,11.3,10.2,2.1,0.6,0
Game_meat_(average)_cooked_(without_addition_of_fat_and_Salt),157,4.6,0,0,0,29,0.2
Game_meat_(average)_raw,115,3.4,0,0,0,21.1,0.2
Garlic_raw,137,0.5,24.5,2.4,3,7,0
Glucose,399,0,99.8,99.8,0,0,0
Goat_(average)_raw,149,7.9,0,0,0,19.5,0.1
Goat_milk,57,3.2,4.2,4.2,0,2.8,0.1
Gooseberry_raw,39,0.2,7.1,7.1,3,0.8,0
Gorgonzola,357,31.2,0.1,0.1,0,19,3.6
Goulash_soup,67,2.4,6.3,1.4,0.4,4.8,0.6
Grape_juice,71,0.1,17.3,17,0.1,0.3,0
Grape_seed_oil,810,90,0,0,0,0,0
Grape_green_fresh,69,0.3,15.2,14.6,1.5,0.7,0
Grapefruit_(white_or_red)_raw,42,0.5,8,6.6,0.9,0.9,0
Graubünden_barley_soup,42,0.9,6.7,1.3,0.5,1.4,0.9
Gravy_brown,44,2.5,3.5,1.5,0.5,1.5,2.3
Gravy_thickened,53,3,4.6,0.8,0.5,1.6,1.4
Green_bean_dried_soaked_steamed_(without_addition_of_salt),79,0.5,10.5,5.6,6.3,5.1,0
Green_bean_steamed_(without_addition_of_salt),34,0.2,4.4,3.4,3.2,2,0
Green_pea_raw,90,0.7,12,5.5,6,6,0
Green_pea_steamed_(without_addition_of_salt),100,0.8,13.2,6.1,6.6,6.6,0
Green_peas_(canned)_heated_(without_addition_of_salt),89,0.8,13.1,0,5.1,4.9,0.6
Green_peas_and_carrots_(canned)_heated_(without_addition_of_salt),70,0.6,10.2,5.7,4.6,3.8,0.9
Green_peas_and_carrots_canned,69,0.6,10,5.6,4.5,3.7,1
Green_peas_canned,87,0.8,12.8,  .,5,4.8,0.7
Greyerzer_at_least_45%_fidm,396,32,0,0,0,26.4,1.5
Grittibänz_(Swiss_bread_man),329,11.1,46.9,2.8,2.2,9.2,1.4
Ground_meat_sauce,96,4,8.3,2.6,0.6,6.3,0.6
Halibut_raw,118,3.9,0,0,0,20.6,0.2
Ham_croissant,340,20.9,26,0.7,1.4,11.1,1.4
Ham_cooked,104,2.3,0.7,0.7,0,20.2,2.4
Ham_raw,229,11.5,0.3,0.3,0,31,4.4
Hamburger_double,258,12.1,24.7,3.3,1.7,11.9,1.4
Hard_and_semi_hard_cheese_full_fat_(average),397,32.1,0,0,0,26.6,1.2
Hard_caramels,385,0.3,95,95,0,0.5,0.1
Hare_(Durchschnitt)_cooked_(without_addition_of_fat_and_salt),205,10.3,0,0,0,28,0.2
Hare_filet_raw,111,1.5,0,0,0,24.3,0.1
Hare_fresh,115,3,0,0,0,22,0.1
Hare_meat_raw,150,7.5,0,0,0,20.5,0.1
Hazelnut,661,59.5,10.1,3,9.7,16.4,0
Hazelnut-chocolate_spread,551,33,55.9,54.5,2.9,6,0.1
Hazelnut_cookie,473,27.7,47.4,23.3,3.5,6.7,0.1
Hazelnut_macaroon,544,37,37.5,33,6,12.2,0.2
Hazelnut_oil,810,90,0,0,0,0,0
Hempseed_oil,810,90,0,0,0,0,0
Hollandaise_sauce,212,18,9.3,6.2,0.1,3,1
Honey_from_flowers,306,0,76,76,0,0.4,0
Horse_ragout_with_sauce_prepared,89,3.1,3,1.2,0.6,11.8,0.8
Horse_filet_pan_fried_(without_addition_of_fat_and_salt),129,2,0,0,0,27.8,0.1
Horse_filet_raw,102,1.9,0,0,0,21.4,0.1
Hot_Dog_in_white_bread_with_ketchup_and_mustard,216,6.3,29.6,2.5,1.9,9.1,2
Hummus,204,14,9.4,0.9,5.1,7.3,1.1
Huntsman_sauce,58,1.8,8,2.5,0.5,2.2,1.5
Ice_cream_dairy_fruit,185,8,24.7,23.7,0,3.5,0.2
Ice_Tea_sweetened,30,0,7.5,7.5,0,0,0
Iceberg_lettuce_raw,16,0.2,1.6,1.6,1.8,1,0
Jam,246,0.5,58.7,58.7,2.2,0.5,0
Jam_low_calorie_with_sweetener,136,0.5,31.9,31.9,0.8,0.5,0.1
Jelly_babies_with_fruit_essence,341,0,78.6,74.7,0,6.6,0.2
Jerusalem_artichoke_cooked_(without_addition_of_salt),52,0.4,3.8,3.8,11.8,2.3,0
Jerusalem_artichoke_raw,54,0.4,4,4,12.1,2.4,0
Kakaobutter,900,100,0,0,0,0,0
Kaki_raw,70,0.3,14.3,13.9,3.4,0.9,0
Kale_raw,44,0.9,2.5,2.5,4.2,4.3,0.3
Kale_stewed_(without_addition_of_salt_and_fat),47,1,2.7,2.7,4.5,4.6,0.3
Kebab_in_pita_bread,123,3.6,14.5,2.2,1.2,7.6,0.6
Ketchup,117,0.4,26,24.8,0.9,2,2.8
Kiwi_fruit_raw,58,0.6,11,8.9,2.4,0.9,0
Kohlrabi_raw,27,0.2,3.7,3.6,1.4,1.9,0
Kohlrabi_steamed_(without_addition_of_salt),28,0.2,3.9,3.8,1.5,2,0
Ladyfinger_cookie,413,8.3,71.8,34.9,1.4,12.2,0.8
Lamb's_lettuce_raw,23,0.4,2,2,1.7,2,0
Lamb_(average_excluding_offal_chop)_raw,134,5.8,0,0,0,20.5,0.1
Lamb_(sheep)_cutlet_raw_(Switzerland),179,10.9,0,0,0,20.2,0.2
"lamb_(sheep)_filet_pan_fried_""medium""_(without_addition_of_fat_and_salt)",136,3.6,0,0,0,25.8,0.2
Lamb_(sheep)_filet_raw,112,3.4,0,0,0,20.4,0.2
Lamb_(sheep)_filet_raw_(Aus  alia_New_Zealand),117,3.3,0,0,0,21.8,0.1
Lamb_(sheep)_leg_raw_(Switzerland_New_Zealand),155,8.2,0,0,0,20.2,0.2
Lamb_(sheep)_racks_raw_(Aus  alia_New_Zealand),156,8.3,0,0,0,20.3,0.2
Lamb_ragout_with_sauce_prepared,113,6.1,3,1.2,0.6,11.1,0.8
Lamb_leg_roast_(without_addition_of_fat_and_salt),203,9.8,0,0,0,28.6,0.2
Lamb_ragout_raw_(Switzerland),154,8.4,0,0,0,19.6,0.2
Landjäger_sausage,491,42.7,  .,  .,0,26.6,3.5
Latte_macchiato_no_sugar_added,47,2.8,3.2,3.2,0,2.2,0.1
Leafy_salad_(average)_raw_,19,0.3,1.6,1.5,1.7,1.6,0
Leafy_vegetables_(average_excluding_salads)_boiled_(without_addition_of_salt_and_fat),23,0.3,2.7,2.3,1.9,1.5,0
Leafy_vegetables_(average_excluding_salads)_steamed_(without_addition_of_salt),24,0.3,2.8,2.4,1.9,1.5,0
Leafy_vegetables_(average_excluding_salads)_stewed_(without_addition_of_salt_and_fat),25,0.3,2.9,2.4,2,1.6,0
Lebkuchen,404,13.8,61.6,41.2,4.2,6.5,0.3
Lebkuchen_chocolate_covered,444,18.9,60.2,45.4,3.5,6.5,0.4
Leek_raw,30,0.3,3.7,3.5,2.8,1.6,0
Leek_stewed_(without_addition_of_fat_and_salt),31,0.3,3.9,3.7,3,1.7,0
Legumes/Pulses_(average)_cooked_(without_addition_of_fat_and_salt),127,1.9,14.7,1,6.5,9.6,0
Legumes/Pulses_(average)_dried,336,4.9,39.7,2.7,16.5,25.1,0
Lemon_Curd,317,16,36.8,36.7,0.1,6.4,0.2
Lemon_juice,28,0.2,2.5,2.5,0.3,0.4,0
Lemon_fresh,23,0.5,2.9,2.5,2,0.8,0
Lentil_split_cooked_(without_addition_of_fat_and_salt),134,0.6,19,0.9,4.3,11,0
Lentil_split_dried,334,1.5,48,2.2,10.4,27,0
Lentil_whole_cooked_(without_addition_of_fat_and_salt),115,0.5,15.6,0.4,6.2,8.8,0
Lentil_whole_dried,324,1.5,44.8,1.1,17,24.4,0
Limburger_(Münster)_cheese,273,21.4,0,0,0,20,1.9
Linseed,533,42.2,3.6,1.4,26.9,21.3,0.1
Linzertorte_(Pas  y_base_covered_with_raspberry_sweetmeat),424,23.6,43.7,25.9,3.7,7.5,0.2
Liver_(average_of_beef_veal_pork)_pan_fried_(without_addition_of_fat_and_salt),157,5,4.4,0,0,23.5,0.2
Liver_(average_of_beef_veal_pork)_raw,134,4.3,3.6,0,0,20.3,0.2
Liver_sausage,253,19.1,0.5,0.3,0.2,19.8,2.2
Luganighe,298,22.9,0.5,0.5,0,22.1,2.5
Luncheon_meat,256,22.3,1.4,1.4,0,12.5,2.3
Lye_roll_(with_iodized_salt),282,4.9,48.9,2.2,2.3,9.3,1.5
Lyoner_sausage,244,21.8,0.5,0.5,0,11.5,2.1
Lyoner_sausage_(poul  y),205,16.4,0.9,0.9,0,13.5,2.3
Macaroni_from_the_alps_prepared,180,9,17.8,1.3,1.7,6,1.1
Madeleine_biscuit_(with_butter),460,24.8,51.3,27.8,1.1,7.3,0.6
Madeleine_biscuit_(with_vegetable_oil),434,20,55.1,27.8,1.2,7.9,0.6
Maize_starch,354,  .,88,  .,0.6,0.3,0
Malt_drink_with_cocoa_with_vitamin_and_mineral_fortified_powder_,382,3.6,76.2,52.1,4.4,8.9,0.5
Malt_drink_with_cocoa_with_vitamin_and_mineral_fortified_prepared_(with_milk),81,3,9.8,8.1,0.3,3.6,0.1
Mandarin_fresh,47,0.2,9.2,8.6,1.7,0.8,0
Mango_dried,293,2.2,61.1,59.9,8.4,2.9,0.1
Mango_fresh,68,0.6,14.3,12.9,1.6,0.6,0
Manioc_tuber_cooked_(without_addition_of_salt),131,0.2,29.8,0.4,2.8,1,0
Manioc_tuber_raw,140,0.2,32.1,0.5,2.9,1,0
Maple_syrup,358,0.3,88.7,77.3,0,0,0
Marble_cake,356,17.1,42.6,19.7,1.3,7.4,0.2
Margarine_35_-_40_%_fat,357,39,1.1,0.4,0,0.3,0.3
Margarine_without_butter_70_-_80_%_Fett,696,77,0.2,0.1,0,0.5,0.2
Marzipan,474,17.6,68.6,68.6,4.9,8,0
Mashed_potatoes_instant_prepared_(with_water_and_butter),80,2.8,11.5,1.8,0.8,2,0.6
Mashed_potatoes_prepared_(with_cream_and_butter),139,8.4,12.9,1.1,1.6,2,0.1
Mashed_potatoes_prepared_(with_full_fat_milk_and_butter),90,2.8,13.2,1.4,1.6,2.2,0.1
Mashed_potatoes_prepared_(with_partially_skimmed_milk_and_butter),88,2.6,13.2,1.4,1.6,2.2,0.1
Mayonnaise,742,81.7,0.5,0.5,0,1.1,1
Mayonnaise_low_calorie,327,34.5,3.3,  .,0,0.9,0.7
Mayonnaise_with_rapeseed_oil_home-made,792,86.9,0.1,0.1,0,2.4,0.4
Meat_(average_excluding_offal)_raw_,146,6.7,0,0,0,21.4,0.1
Meat_lasagne_prepared,141,6,12.3,2.3,1.5,8.8,0.9
Meat_loaf_baked_in_the_oven,166,7.7,8.1,0.7,0.6,15.7,2.2
Meat_chopped_(average_of_beef_veal_pork_poul  y)_pan_fried_(without_addition_of_fat_and_salt),150,3.8,0.1,0,0,28.9,0.2
Meat_chopped_(average_of_beef_veal_pork_poul  y)_raw,118,3.3,0.1,0,0,22,0.1
Melon_cantaloupe_raw,62,0.1,14.8,10.6,1.3,1.1,0.1
Meringue_biscuit,401,0.5,94,94,0,5,0.3
Milanese_cookie_butter_sweet,431,20.8,53.2,22.5,1.4,7.1,0.1
Milk_(average),59,2.9,4.8,4.8,0,3.2,0.1
Milk_chocolate,537,31.1,56.9,55.2,1.9,6.5,0.5
Milk_chocolate_filled_with_nuts_(chocolate_bar),558,35.7,49.1,47.3,3.7,8.3,0.2
Milk_chocolate_with_almond_honey_nougat,536,31.5,54.8,54.3,1.8,7.3,0.2
Milk_chocolate_with_nuts,570,38.2,46.1,44.4,3.2,8.8,0.2
Milk_chocolate_with_raisins_nuts_almonds,513,28.9,52.6,51,4.5,8.4,0.2
Milk_chocolate_filled_with_alcohol,488,23.1,59,58.3,2.9,5.6,0.1
Milk_chocolate_filled_with_cream_(gianduja_nougat),573,38.3,47.6,46.4,3.4,7.9,0.1
Milk_partially_skimmed_pasteurized,56,2.8,4.7,4.7,0,3.1,0.1
Milk_partially_skimmed_UHT,57,2.8,4.6,4.6,0,3.3,0.1
Milk_half_skimmed_1.5_%_fat_UHT,46,1.5,4.8,4.8,0,3.2,0.1
Millet_risotto_cooked,144,3,24.7,1.1,1.5,3.7,0.9
Millet_grain_peeled,360,3.9,68.8,1.5,3.8,10.6,0
Millet_wholemeal_flakes,360,3.9,68.8,1.6,3.9,10.6,0
Minced_meat_(average_of_beef_veal_pork_chicken)_pan_fried_(without_addition_of_fat_and_salt),164,6.6,0,0,0,26.3,0.1
Minced_meat_(average_of_beef_veal_pork_chicken)_raw,143,6.2,0,0,0,21.6,0.1
Mines  one,53,1.8,7,2.6,0.4,2,1
Minipic_sausage,460,39.1,0.8,0.8,0,26.1,4.5
Mirabelle_plum_stewed_drained_(without_addition_of_sugar),70,0.2,16.6,12.2,2,0.7,0
Molasses,274,0,67.2,67.2,0,1.2,0.2
Molluscs_blue_mussel_raw,85,2.7,3.4,  .,0,11.7,0.7
Morel_fresh,29,0.3,0.5,0.1,7,2.5,0
Morel_stewed_(without_addition_of_fat_and_salt),34,0.4,0.6,0.1,8.5,2.8,0
Mortadella,314,27.3,0.8,0.8,0,16.1,2.1
Mostbröckli_(smoked_and_dried_beef)_raw,150,1.9,0.5,0.5,0,32.6,4.7
Mozzarella,256,19.5,0.7,0.7,0,19.5,0.4
Muesli_mix_crunchy_fortified_with_vitamin_and_mineral,420,11.9,63.4,17,9.1,10.3,0.5
Mueslimix_cereal_with_fruits_and_nuts_sweetened_,365,5.6,62.2,10.6,10.1,11.4,0.1
Müeslimix_cereal_with_fruits_and_nuts_unsweetened,372,8.4,57.4,11.6,10.8,11.3,0
Müeslimix_crunchy_sweetened_(average)_,430,15.9,58.6,18.1,7.7,9.4,0.4
Mueslimix_crunchy_with_chocolate,442,17.4,58.8,19.8,7.2,9,0.4
Mueslimix_crunchy_with_fruits_sweetened_,424,15,59.8,18.8,7.6,8.7,0.5
Mueslimix_crunchy_with_nuts_and_seeds_sweetened_,431,16.1,56.1,15.1,8.2,11.3,0.3
Mushroom_(average)_raw,29,0.4,0.6,0.2,4.9,3.5,0
Mushroom_(average)_stewed_(without_addition_of_fat_and_salt),34,0.4,0.7,0.2,6,3.9,0
Mushroom_risotto_prepared,128,3.9,18.5,0.5,1.5,4,0.5
Mushroom_sauce_thickened,132,8.9,8.5,4,0.7,3.9,0.6
Mushroom_soup,38,1.2,5.5,2,0.5,1.1,0.9
Mushroom_canned,19,0.3,0.5,  .,2.5,2.2,0.9
Mushroom_raw,25,0.3,1.1,0.3,1.9,3.7,0
Mushroom_stewed_(without_addition_of_fat_and_salt),29,0.3,1.2,0.3,2.3,4.2,0
Mustard,124,7.7,3.8,2.6,5.3,7.1,4.1
Nasi_Goreng_prepared,125,1.8,16.1,0.6,0.5,10.8,1.3
Nectarine_fresh,55,0.3,11.3,8.8,1.3,1,0
Norway_lobster_raw,93,1.3,0.8,0,0,19.6,0.9
Nut_roll_with_yeast_dough,445,18.7,54.9,12.9,3.8,12.2,1.2
Nut_sticks,567,36.6,47,22.6,3.7,10.5,0.1
Nut_tart_from_Engadin,481,27.7,49.9,30.9,2,7,0
Oat_bran_raw,371,7,50.8,1.5,15.4,18.5,0
Oat_drink_plain,47,1.5,7.8,3.6,0.2,0.5,0.1
Oat_drink_plain_with_calcium_and_vitamin_fortified,48,1.5,7.8,3.6,0.9,0.5,0.1
Oat_flakes,381,7.5,59.5,1,10.5,13.5,0.1
Olive_oil,810,90,0,0,0,0,0
Olive_black,176,17.2,0.8,0.8,6.2,1.4,1.8
Olive_green_in_brine_drained,154,15.7,  .,  .,3.6,1.3,3.2
Olives_stuffed_with_minced_meat_deep-fried,329,15.1,32.8,2,3.2,13.1,1.5
Onion_quiche_baked_(with_cake_dough),171,10.1,14.6,3.6,1.6,4.7,0.9
Onion_quiche_baked_(with_puff_pas  y),169,10.9,12.6,3.6,1.5,4.3,1
Onion_raw,39,0.6,6.3,4.8,1.9,1.1,0
Onion_roasted_brown_(without_addition_of_fat_and_salt),92,1.5,14.9,11.4,4.5,2.6,0
Onion_stewed_(without_addition_of_fat_and_salt),43,0.7,7,5.4,2.2,1.2,0
Orange_juice,44,0.1,10,10,0.3,0.6,0
Orange_nectar,44,0,10.5,10.5,0.1,0.4,0
Orange_fresh,45,0.2,8,7.6,2.7,0.8,0
Palm_oil_palm_fat,809,89.9,0,0,0,0,0
Pancetta,467,43,0.4,  .,0,19.5,4.6
Panettone,354,10.7,56.5,22.9,2.8,6.4,0.1
Pantli_beef_and_pork_sausage,553,51.4,0.9,0.9,0,21.7,4
Papaya_ripe_raw,44,0.1,9.5,9.5,1.8,0.5,0
Paprika_(spice),358,13,34.9,33.2,20.9,14.8,0.1
Parmesan_cheese,401,31,  .,  .,0,30.5,1.6
Parsley_fresh,58,0.5,7.4,4.8,4.3,3.9,0.1
Parsnip_cooked_(without_addition_of_salt),58,0.4,11.4,2.9,2.1,1.2,0
Parsnip_raw,62,0.4,12.1,3.1,2.1,1.3,0
Passion_fruit_fresh,102,3,10.9,8.5,6.8,2.1,0
Pasta_egg-free_cooked_in_salted_water_(uniodised),158,0.6,31.2,0.2,2.4,5.9,1
Pasta_egg-free_dry,353,1.2,70.5,0.4,5.1,12.6,0
Pasta_gratin_with_ham_prepared,163,6.9,14.4,1.4,1,10.2,1.2
Pasta_salad_with_French_dressing,128,5.8,12.6,1,1.3,5.6,0.8
Pasta_salat_with_Italian_dressing,130,6.1,12.7,1,1.3,5.5,0.7
Pasta_with_egg_cooked_in_salted_water_(uniodised),132,1.1,25,1.3,1.3,5,0.9
Pasta_with_egg_dry,365,2.8,69.9,3.7,3.4,13.3,0
Pasta_fresh_filled_with_meat_cooked,174,4.7,25.1,1,2.2,6.9,0.7
Pasta_fresh_filled_with_spinach_and_ricotta_cooked_(without_addition_of_fat_and_salt),179,4.9,25.9,0.6,1.5,7.1,0.5
Pasta_fresh_filled_with_spinach_and_ricotta_raw,214,5.7,31.6,0.7,1.7,8.3,1.1
Pea_mature_seed_split_cooked_(wothout_addition_of_fat_and_salt),137,0.7,21.2,1.1,5,9,0
Pea_mature_seed_split_dried,331,1.7,51.9,2.8,11.6,21.3,0
Peach_in_syrup_canned_drained,82,0.1,18.6,17.9,1.6,0.7,0
Peach_with_sweetener_canned_drained,40,0.1,8.1,7.3,1.7,0.8,0
Peach_yellow_fresh,43,0.1,8.9,8,1.9,0.8,0
Peanut,623,49.1,14.8,5.9,8.6,26.1,0
Peanut_butter,636,51.8,12.5,6.4,7.6,26.1,0.9
Peanut_curls,507,24.2,56.5,  .,4.9,13.2,1.9
Peanut_oil,810,90,0,0,0,0,0
Peanut_roasted_salted,631,50,15,4.2,8,26.2,1.3
Pear_juice,52,0.3,12.1,10,0,0.5,0
Pear_pie_home-made_baked_(with_cake_dough),148,6.6,18.1,7.8,2.3,2.8,0.2
Pear_pie_home-made_baked_(with_puff_pas  y),146,6.8,17.4,7.8,2.3,2.6,0.3
Pear_dried,288,1.4,59.7,49.6,13.5,2.3,0
Pear_in_syrup_canned_drained,71,0.4,15.2,14.4,2.6,0.4,0
Pear_raw,54,0.3,10.9,9,2.9,0.5,0
Pear_stewed_drained_(without_addition_of_sugar),57,0.4,11.3,9.4,3,0.6,0
Pear_with_sweetener_canned_drained,50,0.3,9.9,8.2,2.6,0.5,0
Pearl_barley,347,1.4,71,2.2,4.6,10.4,0
Pearl_onion_pickled,28,0.2,4.9,3.5,1.3,0.9,1.1
Peasant's_Schüblig,524,48.5,0.3,0.3,0,21.3,4
Peiti_Beurre_with_chocolate_cookie,482,21.3,63.8,37.2,2.1,7.7,0.5
Peppermint_fresh,49,0.7,5.3,5.2,3,3.8,0
Pesto_sauce_green,430,42.5,6.6,3.2,2.5,3.9,2.7
Pesto_sauce_red,398,35.8,10.8,7.1,5,5.7,2.1
Petit_Beurre_cookie,431,12.4,70.2,20.6,2.3,8.7,0.5
Petit_beurre_wholemeal_cookie,426,12.7,65.3,17.3,6,9.6,0.6
Pike_raw,81,0.9,0,0,0,18.4,0.2
Pine_nuts,688,61.9,13,4.9,6.3,16.5,0
Pineapple_juice,51,0.1,12.1,12.1,0.2,0.4,0
Pineapple_fresh,52,0.1,11.7,10.5,1.2,0.5,0
Pineapple_in_pineapple_juice_canned_drained,60,0.1,13.6,12.8,1.4,0.5,0
Pineapple_in_pineapple_juice_canned_not_drained,59,0.1,13.6,12.6,0.9,0.4,0
Pineapple_in_syrup_canned_drained,70,0.1,15.9,15.9,1.6,0.5,0
Pineapple_with_sweetener_canned_drained,42,0.1,9.4,8.4,1,0.5,0
Pistachio_dried,594,45.4,17.6,7.7,10,23.8,0
Pizza_Calzone_baked,224,7.7,26.5,1.4,1.5,11.4,0.9
Pizza_doug_(_with_olive_oil)_raw,229,3.6,41.2,0.2,2,7,0.7
Pizza_Hawaii_baked,195,6.3,24.2,3.5,1.5,9.5,0.7
Pizza_Margherita_baked,238,8.4,29.9,1.5,1.7,9.9,0.7
Pizza_with_four_cheeses_baked,297,10.6,37.2,0.2,1.8,12.3,1.1
Pizza_with_ham_and_mushrooms_baked,204,6.9,23.9,1.3,1.6,10.7,0.8
Pizza_with_ham_baked,218,6.4,28.7,1.4,1.6,10.6,0.9
Pizza_with_mascarpone_and_rocket_baked,239,9.8,27.6,1.7,1.6,9.4,0.7
Pizza_with_tuna_baked,226,7.6,26.5,1.3,1.5,12,0.8
Pizza_with_vegetables_baked,125,3.2,17.5,1.6,2,5.7,0.4
Plum_pie_home-made_baked_(with_cake_dough),144,6.6,17.6,7.6,1.5,2.9,0.2
Plum_pie_home-made_baked_(with_puff_pas  y),142,6.8,16.9,7.6,1.4,2.6,0.3
Plum_fresh,48,0.2,10.2,8.8,1.6,0.6,0
Plum_stewed_drained_(without_addition_of_sugar),48,0.2,10.1,8.6,1.6,0.7,0
"Polenta_nera_(made_from_corn_semolina_and_buckwheat_flour,)_cooked",111,4.7,12.6,0.2,0.8,4.1,1.1
Pomegranate_raw,81,1.2,14.3,13.3,2.3,1.4,0
Pommes_Chips,538,34.8,49.3,2.5,3.8,4.9,1.2
Popcorn,367,4.2,62.9,1.2,15,12,0
Porc_piccata_prepared,226,12.4,5.5,0.1,0.3,22.9,0.9
Pork_(average_excluding_offal_chop_knuckle)_raw,160,8.3,0,0,0,21.4,0.2
Pork_lard,900,100,0,0,0,0,0
Pork_ragout_with_sauce_prepared,105,5.1,3,1.2,0.6,11.5,0.8
Pork_sausage_(Schweinsbratwurst),236,18.8,0.5,0.5,0,16.2,1.9
Pork_sausage_(Schweinswurst),268,22.4,0.5,0.5,0,16.2,2.3
Pork_sausage_grilled_(without_addition_of_fat_and_salt),283,22.3,0.6,0.6,0,19.8,2.1
Pork_chop_pan_fried_(without_addition_of_fat_and_salt),240,12.8,0,0,0,31.3,0.1
Pork_chop_raw,179,10.4,0,0,0,21.4,0.1
Pork_chopped_pan_fried_(without_addition_of_fat_and_salt),176,6.4,0,0,0,29.8,0.2
Pork_chopped_raw,134,5.4,0,0,0,21.3,0.1
Pork_chuck_medium_roast_in_oven_(without_addition_of_fat_and_salt),202,9.3,0,0,0,29.6,0.2
Pork_chuck_roast_raw,181,9.2,0,0,0,24.6,0.2
Pork_chuck_well_done_roast_in_oven_(without_addition_of_fat_and_salt),221,10.2,0,0,0,32.5,0.2
Pork_eye_of_round_raw,127,4.9,0,0,0,20.6,0.1
Pork_filet_pan_fried_(without_addition_of_fat_and_salt),153,4,0,0,0,29.3,0.4
Pork_filet_raw1,121,3.6,0,0,0,22.2,0.3
Pork_ham_from_shoulder_cooked,106,3.3,0.4,0.4,0,18.6,2.2
Pork_knuckle_braised_(without_addition_of_fat_and_salt),239,9.9,0.9,0,0,36.6,0.1
Pork_knuckle_raw,173,7.6,0.7,0,0,25.6,0.2
Pork_liver_raw,131,4.9,0.9,0,0,20.7,0.2
Pork_loin_raw,138,5.1,0,0,0,22.9,0.1
Pork_minced_raw,159,8.5,0,0,0,20.5,0.1
Pork_ragout_raw,135,5.7,0,0,0,20.9,0.1
Pork_round_schnitzel_pan_fried_(without_addition_of_fat_and_salt),162,3.3,0,0,0,33,0.2
Pork_round_schnitzel_raw,115,2.7,0,0,0,22.6,0.2
Pork_spare_ribs_raw,239,18.6,0,0,0,17.9,0.1
Pork_throat_pan_fried_(without_addition_of_fat_and_salt),255,16.6,0,0,0,26.4,0.1
Pork_throat_raw,203,14.1,0,0,0,18.9,0.1
Porridge_prepared_(with_full_fat_milk_without_addition_of_sugar),147,6.2,15.8,5.7,1.8,6.2,0.2
Porridge_prepared_(with_partially_skimmed_milk_without_addition_of_sugar),133,4.6,15.8,5.7,1.8,6.3,0.2
Port_18.5_vol%,152,0,12,12,0,0.2,0
Potato_chips_fat_reduced,468,22.1,59.2,3,4.5,5.9,1.2
Potato_flakes_with_milk_powder_and_salt_(instant_mashed_potatoes),365,5.3,65.5,10.3,4.7,11.3,3.1
Potato_salad_with_mayonnaise_yogurt_dressing,80,2.2,12.4,0.7,1.6,1.8,0.2
Potato_salad_with_oil_and_vinagre_dressing,96,3.8,12.8,0.6,1.7,1.7,0.1
Potato_starch,336,0.1,83.1,0,0.1,0.6,0
Potato_peeled_raw,76,0.1,15.6,0.7,2.1,2,0
Potatoe_peeled_steamed_(without_addition_of_salt),75,0.1,15.6,0.7,2.1,2,0
